Mkt-RF,SMB,HML,RF
0.14,0.16,-0.28,0.056
0.29,0.03,-0.25,0.056
-1.59,0.24,0.33,0.056
-0.5,-0.53,-0.06,0.056
-0.88,0.36,0.32,0.056
0.12,-0.34,-0.23,0.056
0.8,-0.33,0.02,0.056
0.81,-0.34,-0.41,0.056
-0.51,0.28,0.26,0.056
-0.03,-0.05,0.33,0.056
0.57,-0.07,-0.43,0.056
0.77,-0.21,-0.34,0.056
-0.34,-0.12,0.11,0.061
0.42,-0.51,-0.47,0.061
1.05,-0.59,-0.28,0.061
0.1,0.14,0.1,0.061
-0.45,0.18,0.25,0.061
0.34,-0.72,0.06,0.061
0.84,-0.63,-0.1,0.061
-0.24,0.35,0.24,0.061
0.06,0.05,-0.28,0.061
-0.69,0.58,0.12,0.061
-1.02,0.05,0.61,0.061
-1.11,-0.17,0.7,0.061
0.19,-0.19,-0.27,0.061
0.15,0.1,-0.2,0.061
-1.03,0.37,0.89,0.061
-2.97,0.07,1.79,0.061
-0.53,-1.07,-0.14,0.061
-0.12,-0.07,0.2,0.061
-1.08,0.28,0.81,0.061
0.41,-0.19,-0.02,0.061
-1.15,0.05,0.88,0.061
0.13,-0.51,-0.11,0.059
0.26,0.05,-0.16,0.059
-1.92,0.25,1.19,0.059
-1.04,0.01,0.41,0.059
-1.96,-0.8,1.08,0.059
0.25,-0.29,-0.2,0.059
1.49,0.01,-0.73,0.059
1.15,-0.04,-0.26,0.059
-0.78,0.69,-0.03,0.059
-0.59,0.48,0.39,0.059
-0.84,-0.27,1.09,0.059
-1.49,0.14,1.31,0.059
-0.92,-0.27,0.77,0.059
0.54,-0.82,0.26,0.059
-0.52,0.17,0.48,0.059
-1.22,-0.9,0.91,0.059
-0.4,0.25,0.22,0.059
-2.4,-1.2,1.79,0.059
1.93,-1.8,-1.62,0.059
0.85,1.54,-1.27,0.059
0.26,0.52,-0.34,0.059
0.66,0.03,-0.83,0.054
1.97,-0.18,-0.99,0.054
0.31,0.6,-0.23,0.054
-0.14,0.32,-0.94,0.054
1.55,-0.05,-0.81,0.054
0.88,0.39,-0.66,0.054
-0.51,0.59,0.87,0.054
-0.21,0.31,0.29,0.054
-0.22,0.49,-0.1,0.054
-1.58,0.41,1,0.054
0.55,-0.4,-0.14,0.054
-0.36,0.35,0.31,0.054
-0.21,-0.16,0.26,0.054
0.95,-0.35,-0.6,0.054
-0.12,0.42,-0.47,0.054
-0.37,0.06,0,0.054
-0.8,0.42,0.1,0.054
-0.45,-0.15,-0.12,0.054
0.94,-0.18,-0.52,0.054
0.22,0.22,-0.2,0.054
-0.38,0.08,0.02,0.054
2.15,-1.19,-0.22,0.054
1.89,-0.49,-1.35,0.053
0.44,0.2,-0.15,0.053
0.13,0.15,0.06,0.053
-0.7,0.57,0.63,0.053
-0.51,0.28,0.49,0.053
0.35,-0.62,0.73,0.053
-0.4,0.4,0.64,0.053
0.12,-0.23,0.48,0.053
0.21,0.11,0.51,0.053
-1.16,0.62,1.12,0.053
-1.31,-0.28,1.07,0.053
0.51,-0.67,0.07,0.053
-0.45,0.38,0.41,0.053
0.42,-0.44,-0.55,0.053
0.87,-0.17,-0.51,0.053
-0.1,0.1,-0.42,0.053
1.21,-0.78,-0.19,0.053
0.34,0.15,-0.04,0.053
0.7,-0.06,-0.36,0.053
0.79,-0.28,-0.86,0.053
-0.23,0.18,0.1,0.04
-1.01,0.62,0.27,0.04
0.31,-0.44,-0.16,0.04
0.65,-0.22,-0.1,0.04
-0.78,0.16,0.4,0.04
-0.48,-0.33,0.13,0.04
0.46,-0.27,-0.51,0.04
0.14,0.15,-0.02,0.04
-0.57,0.46,-0.04,0.04
-1.59,0.17,0.63,0.04
0.04,0.05,0.03,0.04
-0.37,0.38,-0.12,0.04
0.4,-0.16,-0.64,0.04
0.63,-0.14,-0.4,0.04
-0.47,0.05,0.37,0.04
-0.39,0.08,0.39,0.04
-0.4,0.28,0.19,0.04
0.21,-0.01,-0.14,0.04
-0.27,-0.08,0.29,0.04
-0.56,-0.03,0.42,0.04
0.34,-0.12,-0.11,0.04
0.31,0.43,-0.2,0.04
0.16,-0.02,0.59,0.04
-2.03,0.65,1.48,0.04
-0.81,-0.06,0.72,0.04
-0.27,0.25,0.08,0.04
0.46,0,0.07,0.04
-2.33,0.23,1.77,0.04
-0.55,-0.36,0.13,0.04
-1.28,0.41,0.33,0.04
0.48,-0.38,-0.39,0.04
0.6,0.13,-0.8,0.04
0.58,-0.55,-0.53,0.04
-0.95,0.5,0.79,0.04
-0.61,0.22,0.56,0.04
0.3,-0.32,0.04,0.04
-0.38,0.01,0.61,0.04
-0.4,-0.93,0.32,0.04
-0.17,-0.04,0.08,0.04
0.35,-0.37,-0.24,0.04
2.53,-0.73,-1.72,0.04
1.12,0.02,-0.74,0.04
-1.79,0.95,0.8,0.048
0.27,0.01,-0.18,0.048
-0.93,0.79,0.55,0.048
-0.2,-0.02,0.23,0.048
0.76,-0.11,-0.09,0.048
-2.16,0.27,1.61,0.048
-0.94,-0.34,0.93,0.048
0.61,-0.47,-0.13,0.048
-0.14,-0.21,0.45,0.048
-0.07,0.15,-0.09,0.048
-0.46,-0.32,0.11,0.048
-0.19,0.45,-0.36,0.048
0.06,-0.06,-0.43,0.048
-0.47,-0.07,0.44,0.048
-1.25,0.41,1.61,0.048
-0.22,-0.65,0.98,0.048
1.4,-0.97,-0.29,0.048
-0.04,0.64,-0.31,0.048
-0.16,-0.02,0.43,0.048
0.24,-0.05,0.31,0.042
-0.38,0.3,1.1,0.042
-1.52,-0.07,1.98,0.042
-1.08,-0.14,1.4,0.042
-0.69,-0.6,1.69,0.042
-1.61,-0.2,2.11,0.042
0.7,-1.32,-0.61,0.042
0.5,0.12,-0.46,0.042
-0.12,-0.07,0.3,0.042
-0.8,-0.02,0.56,0.042
0.49,-0.61,-0.98,0.042
-0.06,0.39,-0.28,0.042
-0.15,0.17,-0.09,0.042
1.12,-0.05,-0.95,0.042
0.3,0.47,-0.35,0.042
1.88,-0.29,-1.64,0.042
0.59,0.01,-0.53,0.042
-0.45,0.5,0.16,0.042
0.31,0.36,-0.35,0.042
-0.89,0.59,0.34,0.042
0.12,0.02,-0.22,0.042
0.01,0.04,0.01,0.042
-0.22,0.2,0.09,0.042
1.37,-0.36,-1,0.053
1.06,-0.32,-1.11,0.053
-0.31,0.4,-0.15,0.053
0.48,-0.24,-0.11,0.053
0.15,0.31,-0.23,0.053
0.59,-0.04,-0.31,0.053
-0.22,0.17,0.16,0.053
-0.04,0.12,0.22,0.053
-0.17,-0.03,0.23,0.053
0.39,0.01,-0.5,0.053
0.45,0.02,-0.29,0.053
-0.09,0.18,0.5,0.053
-0.94,0.56,0.7,0.053
0.22,-0.01,0.21,0.053
1.01,-0.45,-0.54,0.053
1.04,-0.36,-0.75,0.053
0.42,0.02,-0.47,0.053
-0.91,0.43,0.34,0.053
-0.61,0.62,-0.05,0.053
-0.9,0.46,0.41,0.053
0.17,-0.01,-0.18,0.053
0.27,-0.3,0.05,0.053
0.59,-0.06,-0.19,0.053
0.12,-0.22,0.12,0.053
0.83,-0.15,-0.14,0.053
0.69,-0.3,-0.19,0.053
-0.75,0.37,0.11,0.053
0.79,-0.31,-0.46,0.053
-0.31,0.17,0.25,0.053
-0.62,0.52,0.02,0.053
-0.13,0.23,-0.05,0.053
-1.07,0.32,0.46,0.053
-0.82,0.02,0.3,0.053
-0.76,0.16,0.39,0.053
-0.44,-0.32,0.3,0.053
0.16,-0.38,0.17,0.053
-0.08,-0.39,-0.2,0.053
-0.3,0.11,0.19,0.053
-1.26,-0.01,0.6,0.053
-0.47,0,-0.01,0.053
-0.38,0.78,0.02,0.053
-0.39,-0.22,-0.15,0.043
0.31,-0.03,-0.04,0.043
-0.22,-0.01,0.36,0.043
-1.52,0.4,0.82,0.043
-0.14,-0.47,0.03,0.043
-0.44,-0.01,0.24,0.043
-0.69,-0.26,0.25,0.043
0.37,-0.16,-0.29,0.043
1.52,-0.22,-0.45,0.043
-1.14,0.39,0.71,0.043
-0.37,-0.1,0.25,0.043
-0.56,0.55,0.29,0.043
-1.05,0.12,0.72,0.043
-0.55,-0.14,0.19,0.043
-0.07,0.15,-0.18,0.043
0.76,-0.4,-0.71,0.043
1.52,-0.49,-1.18,0.043
-0.19,0.42,0.21,0.043
-0.58,0.33,0.05,0.043
0.74,-0.48,-0.6,0.043
0.01,-0.3,0.59,0.043
-0.39,0.68,0.69,0.043
-0.79,0.36,0.55,0.05
-0.75,0.54,0.45,0.05
-0.43,0.01,0.15,0.05
-0.21,-0.1,0.13,0.05
0.03,-0.74,-0.16,0.05
1.08,-0.15,-0.39,0.05
0.67,-0.09,0.14,0.05
-0.12,0.22,-0.33,0.05
0.6,-0.76,-0.6,0.05
0.04,0.15,-0.18,0.05
0.43,-0.31,-0.51,0.05
-0.25,0.3,0.21,0.05
0.53,-0.26,-0.05,0.05
0,0.34,-0.2,0.05
0.03,0.26,0.01,0.05
-0.33,0.4,0.17,0.05
-0.7,0.23,0.02,0.05
-0.8,0.49,0.06,0.05
-1.55,0.1,0.65,0.05
-0.16,-0.49,-0.22,0.05
-0.45,0.36,0.14,0.05
1.56,-0.98,-0.14,0.035
-0.83,0.7,0.47,0.035
-1.46,0.52,0.85,0.035
-0.81,-0.07,0.64,0.035
-1.2,0.36,0.86,0.035
-0.79,-0.9,0.37,0.035
-0.17,0,0.23,0.035
-0.33,-0.21,0.62,0.035
-0.3,-0.27,0.66,0.035
1.09,-1.35,0.78,0.035
0.41,0.32,0.44,0.035
4.09,-2.42,0.17,0.035
0.12,1.56,-0.42,0.035
0.21,-0.48,0.22,0.035
3.08,-1.7,-0.4,0.035
2.59,-1,-0.71,0.035
-0.25,1.24,-0.61,0.035
2,-0.24,-0.98,0.035
1.07,0.7,-1.12,0.035
-1.07,0.97,-0.46,0.035
0.36,-0.35,-0.41,0.035
1.43,-0.41,-0.24,0.035
-0.88,0.61,0.51,0.024
1.56,-0.34,-0.7,0.024
1.8,-0.95,-0.62,0.024
-0.96,0.69,0.36,0.024
0.67,0.03,-0.36,0.024
0.01,0.65,0.03,0.024
-0.73,0.47,0.32,0.024
0.81,-0.79,-0.21,0.024
0.81,0.02,-0.3,0.024
0.8,-0.2,-0.24,0.024
-0.15,0.56,-0.2,0.024
-0.93,0.64,0.11,0.024
-0.11,-0.29,0.13,0.024
1.68,-0.73,-0.33,0.024
-0.46,0.71,0.46,0.024
-0.19,-0.09,-0.03,0.024
-0.28,0.52,-0.19,0.024
0.18,-0.24,0.07,0.024
-0.2,0.44,0.16,0.024
-1.23,0.5,0.64,0.024
-0.85,0.56,0.51,0.024
1.1,-0.63,0,0.028
-0.29,0.02,-0.03,0.028
0.42,0.12,-0.24,0.028
2.92,-1.34,-1.02,0.028
2.05,-0.51,-0.35,0.028
1.74,-0.48,0.24,0.028
2.24,-0.53,0.1,0.028
-0.1,0.27,-0.11,0.028
1.8,0.2,-1.05,0.028
-1.28,1.41,0.24,0.028
-0.6,0.64,0.13,0.028
2.03,-0.86,-0.62,0.028
-0.01,0.2,0.3,0.028
1.87,-0.55,-0.52,0.028
0,0.71,-0.79,0.028
0.04,1.17,-0.17,0.028
-3.62,1.46,0.54,0.028
0.55,-1.38,-0.13,0.028
0.77,0.85,-0.33,0.028
-1.02,1.14,0.29,0.028
0.26,0.07,0.23,0.028
1.15,-0.52,-0.3,0.03
1.53,0.12,-0.03,0.03
3.56,-1.12,-0.58,0.03
-0.36,1.04,-0.06,0.03
0.48,0.51,-0.01,0.03
-0.96,1.02,-0.01,0.03
1.64,0.05,-0.43,0.03
-1.05,1.05,0,0.03
0.44,-0.02,-0.24,0.03
-0.98,1.5,0.36,0.03
-1.75,0.38,0.82,0.03
-1.38,-0.51,0.71,0.03
1.67,-0.5,-0.48,0.03
0.44,0.37,-0.33,0.03
-0.67,0.89,0.07,0.03
-1.96,0.71,0.78,0.03
-0.8,0.41,0.01,0.03
0.72,-0.15,-0.25,0.03
0.71,0.07,-0.55,0.03
-0.48,0.3,-0.01,0.03
2.81,-1.33,-1.34,0.03
0.34,0.94,-0.63,0.031
0.01,0.09,0.02,0.031
-0.08,0.16,0.03,0.031
1.8,-1.06,-0.96,0.031
0.6,0.19,-0.52,0.031
-0.44,0.84,-0.05,0.031
-1.18,0.21,0.56,0.031
-0.59,-0.61,0.37,0.031
0.16,-0.59,0.38,0.031
-1.58,0.49,1.41,0.031
-1.69,-0.5,0.82,0.031
-0.14,-0.26,-0.3,0.031
1.45,-0.16,-1.08,0.031
-0.81,0.44,0.21,0.031
1.36,-1,-0.27,0.031
0.24,0.46,-0.38,0.031
0.58,-0.14,0.03,0.031
1.43,-1.06,0.13,0.031
-0.8,0.54,0.45,0.031
0.3,-0.27,-0.11,0.031
-0.58,0.47,0.17,0.031
0.31,0.43,-0.41,0.031
-1.45,0.79,1,0.033
1.67,-1.3,-0.16,0.033
0.5,0.24,0.22,0.033
2.28,-0.51,-0.45,0.033
0.08,0.64,0.08,0.033
1.12,0.07,-0.54,0.033
-0.55,0.64,0.17,0.033
0.62,0.12,-0.07,0.033
-0.49,0.4,0.03,0.033
0.61,0.44,-0.11,0.033
0.19,0.49,-0.39,0.033
-0.14,0.12,-0.15,0.033
-0.75,0.1,0.05,0.033
0.47,-0.43,0.07,0.033
-1.52,0.53,0.54,0.033
-2.75,-0.27,0.83,0.033
1.14,-0.37,-0.19,0.033
0.05,0.84,-0.43,0.033
1.76,-0.43,-0.66,0.033
0.22,0.51,-0.22,0.033
0.57,-0.06,-0.26,0.033
-1.15,1.02,0.65,0.032
0.01,-0.04,0.44,0.032
0.72,-0.13,0.27,0.032
1.27,-0.22,-0.62,0.032
0.51,0.03,0.31,0.032
-0.71,0.59,0.31,0.032
-0.36,0.67,-0.08,0.032
1.5,-0.34,-0.54,0.032
0.15,0.34,-0.42,0.032
0.87,-0.15,-0.89,0.032
-0.2,0.57,-0.39,0.032
-0.52,0.52,0.34,0.032
-0.06,-0.06,0.09,0.032
0.42,0.3,-0.02,0.032
-1.33,0.52,0.66,0.032
0.76,-0.52,-0.06,0.032
1.64,-0.81,-0.44,0.032
0.09,-0.05,0.49,0.032
-0.99,0.77,0.44,0.032
1.54,-1.16,0.53,0.027
0.86,-0.15,-0.14,0.027
0.74,0.11,0.18,0.027
0.18,0.17,0.39,0.027
0.01,0.36,0.16,0.027
-1.35,0.73,0.7,0.027
0.89,-0.23,-0.4,0.027
-0.5,0.9,0.12,0.027
-0.34,0.13,0.17,0.027
-0.43,-0.17,0.38,0.027
0.2,-0.44,0.21,0.027
-0.76,0.8,0.48,0.027
-0.21,-0.14,0.2,0.027
0.21,0.25,-0.22,0.027
0.68,-0.34,-0.1,0.027
-0.2,0.61,-0.05,0.027
1.23,-0.43,-0.24,0.027
0.39,0.23,0.11,0.027
-0.28,0.45,-0.19,0.027
-0.58,0.11,0.1,0.027
-0.17,0.03,-0.15,0.027
0.96,-0.5,-0.34,0.027
-0.21,0.34,0.06,0.027
-0.07,-0.48,0.29,0.036
-0.59,0.68,0.12,0.036
-0.67,-0.21,0.66,0.036
0.33,-0.23,0.3,0.036
0.58,-0.11,0.09,0.036
1.28,-0.4,-0.41,0.036
0.44,0.16,-0.15,0.036
0.7,0.3,-0.19,0.036
0.83,0.31,-0.25,0.036
0.5,0.16,-0.04,0.036
0.6,-0.01,-0.05,0.036
-0.62,0.39,0.04,0.036
1.12,-0.23,-0.18,0.036
-0.24,0.56,0.18,0.036
0.22,0.3,-0.01,0.036
-0.93,0.25,0.36,0.036
1.48,-0.93,-0.02,0.036
-0.11,0.24,-0.03,0.036
0.87,-0.26,-0.03,0.036
0.75,-0.03,-0.28,0.036
-1.25,0.68,0.27,0.033
0.01,-0.16,0.12,0.033
0.83,0.27,-0.16,0.033
0.83,0.53,-0.24,0.033
1.15,0.29,-0.29,0.033
0.01,0.56,-0.16,0.033
0.22,0.65,0.06,0.033
-0.57,0.2,0.38,0.033
-0.36,0.27,-0.08,0.033
0.44,0.45,-0.21,0.033
-0.98,-0.31,0.07,0.033
0.34,0.31,-0.05,0.033
0.01,0.75,-0.4,0.033
-0.67,0.19,-0.12,0.033
-0.02,0.02,-0.13,0.033
0.69,-0.72,-0.32,0.033
1.24,0.1,-0.21,0.033
0.49,0.29,-0.1,0.033
-0.22,0.63,-0.04,0.033
-0.4,0.75,0.02,0.033
-1.2,0.33,0.27,0.033
0.01,-0.27,-0.3,0.03
0.78,0.01,-0.46,0.03
0.41,0.58,-0.53,0.03
0.32,0.15,-0.41,0.03
-0.94,0.87,-0.04,0.03
-0.84,0.07,-0.19,0.03
0.23,0.02,-0.02,0.03
0.65,0.38,-0.03,0.03
1.16,-0.24,-0.11,0.03
0.41,0.22,-0.18,0.03
0.87,-0.1,-0.43,0.03
1.05,-0.12,-0.39,0.03
-0.03,0.03,-0.11,0.03
-0.13,0.02,-0.05,0.03
0.69,-0.35,-0.36,0.03
0.24,0.15,-0.24,0.03
-0.22,0.09,-0.37,0.03
0.16,0.28,-0.28,0.03
-1.17,-0.15,0.46,0.03
-1.85,-0.5,0.8,0.03
0.42,-0.43,-0.36,0.03
0.83,0.18,-0.2,0.03
0.56,0.22,-0.14,0.037
-1.34,0.4,0.84,0.037
0.94,-0.16,0.2,0.037
-0.43,0.62,-0.05,0.037
-0.24,0.06,0.13,0.037
0.45,-0.22,0.05,0.037
-1.42,0.42,0.57,0.037
-0.25,-0.33,0.74,0.037
0.28,0,0.05,0.037
-1.01,0.39,0.5,0.037
-0.44,-0.47,0.44,0.037
0.45,-0.18,0,0.037
2.35,-1.1,-0.71,0.037
0.08,0.57,-0.51,0.037
-0.03,0.5,-0.14,0.037
0.3,-0.19,0.11,0.037
0.32,0.12,0.4,0.037
-1.57,0.33,1.46,0.037
-1.61,0.52,1.24,0.037
-1.45,-0.05,0.51,0.037
-0.52,-0.71,0.28,0.033
-0.05,-0.25,0,0.033
0.51,-0.81,0.57,0.033
-1.2,0.09,0.58,0.033
0.26,-0.04,-0.08,0.033
-1.54,0.09,0.87,0.033
0.31,-1.03,0.46,0.033
0.79,-0.24,-0.14,0.033
0.1,0.23,-0.26,0.033
0.55,-0.02,0.02,0.033
0.83,-0.18,-0.37,0.033
-0.35,-0.13,0.69,0.033
0.91,-0.59,0.71,0.033
-0.78,0.77,0.25,0.033
0.12,-0.22,0.28,0.033
0.04,-0.1,0.67,0.033
-1.01,0.29,0.96,0.033
-0.91,0.14,0.55,0.033
-0.32,-0.21,0.26,0.033
0.65,-0.59,-0.26,0.033
-0.05,-0.4,-0.04,0.033
0.19,0.02,0,0.033
1.01,-0.42,-0.48,0.033
-0.01,0.35,-0.17,0.036
0.6,0.02,-0.52,0.036
1.48,-0.52,-0.32,0.036
0.05,0.18,0.38,0.036
-0.01,0.35,-0.05,0.036
-0.16,0.41,0.44,0.036
-0.85,0.66,0.32,0.036
-0.58,-0.13,0.43,0.036
0.24,-0.2,0.02,0.036
-0.45,0.26,0.34,0.036
0.85,-0.65,-0.39,0.036
1,-0.02,-0.38,0.036
0.72,-0.5,-0.03,0.036
-0.39,0.26,0.18,0.036
0.71,-0.43,-0.27,0.036
-0.15,0.04,0.17,0.036
0.14,-0.01,-0.19,0.036
-0.89,0.1,0.35,0.036
-0.27,-0.09,0.04,0.036
-0.4,0.27,0.41,0.036
-0.68,0.22,0.19,0.036
-0.29,-0.39,0.2,0.036
0.26,-0.29,-0.17,0.036
0.67,-0.5,-0.22,0.036
1.26,-0.94,-0.35,0.036
0.28,0.02,-0.58,0.036
0.72,-0.71,0.36,0.036
-1.16,0.82,0.28,0.036
-0.62,-0.15,0.82,0.036
-0.06,-0.39,0.36,0.036
0.01,-0.07,0.3,0.036
0.1,-0.21,0.32,0.036
-1.58,0.23,1.64,0.036
-0.83,-0.46,0.35,0.036
0.18,-0.02,0.05,0.036
-0.71,0.25,0.46,0.036
-0.15,-0.8,0.21,0.036
0.26,-0.15,-0.1,0.036
-0.56,0.28,-0.04,0.036
-0.33,-0.07,0.18,0.036
-0.79,0.26,0.37,0.036
-0.1,-0.43,0.72,0.036
-0.03,-0.57,0.06,0.033
0.77,-0.3,-0.31,0.033
-0.6,0.68,0.02,0.033
-0.58,0.19,0.39,0.033
-0.4,-0.1,0.33,0.033
-0.23,-0.15,0.09,0.033
1.06,-0.84,-0.08,0.033
0.34,0.25,-0.54,0.033
1.2,-0.13,-0.9,0.033
0.38,0.44,-0.93,0.033
-0.55,0.71,-0.07,0.033
0.39,-0.15,0.12,0.033
0.06,0.36,0.05,0.033
-0.39,0.62,-0.26,0.033
0.51,-0.15,-0.13,0.033
0.39,-0.11,0.72,0.033
0.02,0.17,0.52,0.033
0.2,0.08,0.17,0.033
-0.36,0.22,0.22,0.033
0.69,-0.13,-0.2,0.033
-0.69,0.83,0.01,0.033
0.03,-0.01,0.27,0.034
-0.65,0.27,0.42,0.034
0,-0.25,0.32,0.034
-0.21,0.17,-0.09,0.034
0.21,-0.11,-0.15,0.034
-0.48,0.04,0.52,0.034
0,0.02,0.09,0.034
0.12,-0.29,0.07,0.034
-0.39,0.18,0.29,0.034
-0.97,0.34,0.45,0.034
-0.86,0.48,0.21,0.034
0.3,-0.32,-0.38,0.034
-0.05,-0.22,-0.08,0.034
-0.25,-0.07,0.09,0.034
0.72,-0.56,-0.19,0.034
-0.19,0.35,-0.23,0.034
-0.03,0.05,-0.07,0.034
0.64,-0.63,0.03,0.034
0.21,-0.49,0.66,0.034
-0.16,0.31,-0.22,0.034
0.2,0.47,-0.28,0.034
-0.47,0.48,0.09,0.036
1.46,-0.68,-0.05,0.036
1.26,-0.13,-0.38,0.036
0.42,0.42,0.04,0.036
-0.22,0.28,0.47,0.036
-0.39,0.47,0.32,0.036
-0.11,0.08,0.22,0.036
-0.06,0.26,0.53,0.036
-0.37,0.2,0.48,0.036
-0.02,-0.03,-0.15,0.036
0.29,-0.16,-0.01,0.036
-0.17,0.26,0.2,0.036
-0.34,0.18,0.34,0.036
-0.62,0.13,0.48,0.036
-0.93,-0.24,1.05,0.036
0.33,-0.66,0.64,0.036
-0.6,0.33,0.68,0.036
-0.47,0.03,0.53,0.036
-0.23,-0.43,0.71,0.036
-0.85,-0.43,1.18,0.036
0.11,-0.69,0.16,0.036
-0.49,-0.13,0.25,0.036
0.3,-0.42,-0.17,0.036
-1.34,0.67,0.7,0.036
-1.67,-0.09,1.06,0.036
0.11,-1.01,-0.13,0.036
-1.73,0.64,0.81,0.036
-0.51,-0.76,0.08,0.036
0.51,-0.08,-0.7,0.036
-0.97,-0.25,0.4,0.036
0.94,-0.48,-0.33,0.036
-0.15,0.29,0,0.036
-0.21,-0.11,0.26,0.036
-0.28,0.19,0.26,0.036
-0.76,0.11,0.29,0.036
-0.3,0.05,0.43,0.036
-0.23,-0.61,0.39,0.036
1.98,-0.7,-1.17,0.036
1.17,-0.19,0.18,0.036
-1.39,0.86,0.89,0.036
0.21,0.19,0.03,0.036
0.66,-0.27,0.01,0.033
0.67,0.06,-0.23,0.033
-0.78,0.39,0.42,0.033
-1,0.83,0.06,0.033
-1.1,0.1,0.66,0.033
0.31,-0.16,0.17,0.033
-0.47,0.24,0.13,0.033
0.99,-0.93,-0.49,0.033
0.39,0.35,-0.76,0.033
-0.06,0.06,-0.29,0.033
0.42,-0.01,-0.42,0.033
1.04,-0.41,-0.17,0.033
-0.93,0.2,0.48,0.033
0.53,-0.33,0.12,0.033
-0.13,0.41,0.08,0.033
-1.03,0.67,0.34,0.033
-0.1,-0.15,0.23,0.033
-0.08,-0.38,0.51,0.033
0.25,-0.4,0.01,0.033
1.37,-0.93,-0.45,0.033
-0.12,0.37,0.02,0.033
-0.15,0.3,0.01,0.033
-0.68,0.34,0.39,0.041
-0.34,0.02,0.43,0.041
-0.08,-0.2,0.29,0.041
-1.53,0.66,0.51,0.041
-0.01,-0.75,0.32,0.041
-0.07,-0.33,0.18,0.041
0.19,-0.23,0.22,0.041
-0.59,0.14,0.53,0.041
1.35,-1.19,-0.34,0.041
-0.07,0.67,-0.5,0.041
0.46,-0.58,-0.18,0.041
0.45,0.16,-0.16,0.041
-0.58,0.57,-0.12,0.041
-0.01,-0.02,-0.07,0.041
-0.7,0.25,0.11,0.041
0.53,-0.49,-0.01,0.041
0.28,-0.07,-0.41,0.041
0.97,-0.42,-0.15,0.041
-0.1,0.32,0.07,0.041
0.06,-0.03,0.03,0.041
1.01,-0.42,-0.33,0.035
0.37,0.5,-0.61,0.035
-0.28,0.62,-0.13,0.035
-1.03,0.55,0.67,0.035
0.13,-0.11,-0.21,0.035
0.63,-0.52,-0.02,0.035
-0.21,0.01,0.12,0.035
-0.11,0.27,-0.04,0.035
-0.87,0.12,0.26,0.035
-0.64,0.11,-0.06,0.035
0.23,-0.46,0.05,0.035
-0.08,0.03,-0.04,0.035
-1,0.23,0.39,0.035
-0.62,0.02,0.44,0.035
-0.62,-0.04,0.23,0.035
-0.71,-0.18,0.03,0.035
-0.45,-0.05,0.11,0.035
-1.38,-0.19,-0.03,0.035
0.2,-0.43,0.24,0.035
-0.86,0.1,0.43,0.035
-0.05,-0.24,-0.48,0.035
0.27,0.14,-0.8,0.035
1.65,-0.57,-0.54,0.036
0.84,0.15,-0.81,0.036
-0.37,0.33,-0.29,0.036
0.65,-0.36,-0.17,0.036
0,0.32,-0.01,0.036
0.13,0.02,0,0.036
-1.18,0.54,0.58,0.036
-0.47,0,0.22,0.036
-0.06,0.14,-0.37,0.036
-1.02,0.54,0.11,0.036
-0.6,0.23,-0.14,0.036
1.38,-1.34,-0.23,0.036
0.53,-0.17,-0.43,0.036
1.07,-1.36,-0.23,0.036
-0.05,0.43,-0.62,0.036
0.06,0.3,-0.37,0.036
-0.17,0.21,-0.08,0.036
-0.77,0.36,0.16,0.036
-0.69,0.12,0.6,0.036
0.64,-0.39,-0.18,0.036
0.26,0.13,0.21,0.036
-0.16,-0.24,0.36,0.039
0.32,-0.09,-0.13,0.039
-0.52,0.33,0.2,0.039
-0.37,-0.03,0.33,0.039
0.53,-0.89,-0.06,0.039
-0.29,0.41,-0.11,0.039
-1.34,0.83,0.29,0.039
-0.41,-0.1,0.41,0.039
0.42,-0.19,0.36,0.039
0.19,-0.65,0.31,0.039
0.37,-0.24,0.16,0.039
-0.58,0.14,0.52,0.039
-0.7,0.24,0.25,0.039
-0.6,-0.07,0.52,0.039
-0.65,-0.51,0.38,0.039
-0.7,0,0.3,0.039
0.44,-0.81,-0.47,0.039
0.76,-0.5,-0.99,0.039
0.79,-0.13,-1.24,0.039
-0.46,0.27,-0.05,0.039
0.25,-0.06,-1,0.039
2.02,-0.74,-0.76,0.036
2.43,-0.36,-1.56,0.036
2.81,-0.2,-1.95,0.036
0.38,0.62,-0.72,0.036
0.04,-0.18,-0.06,0.036
-0.53,0.21,1.15,0.036
1.99,-1.07,-0.19,0.036
0.21,0.47,0.16,0.036
-0.13,-0.18,0.17,0.036
-0.52,0.55,0.46,0.036
-0.81,0.5,0.21,0.036
0.52,-0.27,-0.04,0.036
0.08,-0.02,0.1,0.036
0.29,-0.54,0.31,0.036
1.52,-0.62,-0.25,0.036
-0.32,0.52,0.56,0.036
0.06,0.08,-0.11,0.036
0.17,0.17,0.06,0.036
-0.56,0.22,0.59,0.036
0.48,-0.27,-0.09,0.036
-0.09,0.31,0.12,0.036
-0.29,0.36,0.07,0.036
0.08,0.14,0.05,0.036
-0.9,0.38,0.41,0.045
-0.38,0.1,0.25,0.045
0.69,-0.35,-0.01,0.045
-0.62,0.5,0.32,0.045
-0.12,-0.27,0.16,0.045
0.19,0.18,-0.04,0.045
-0.03,-0.08,0.53,0.045
1.56,-1.16,-0.47,0.045
0.6,0.14,-0.15,0.045
0.03,-0.15,0.12,0.045
-0.6,0.49,0.67,0.045
